name_en	name_zh	address_en	address_zh	sub_district_en	sub_district_zh	district_en	district_zh	area_en	area_zh	x	y	lat	long
Toilet1 (Yee Ting Campsite)	廁所1 （怡庭營地）	Yee Ting Campsite, Pak Tam Road	北潭路 怡庭營地	Others	其他	Sai Kung	西貢	New Territories	新界	851583	829711	22.406629919	114.325613792
Toilet2 (Junction of Tai Tam Road and Tai Tam Reservoir Road)	廁所2 （大潭道及大潭水塘道 交界）	Junction of Tai Tam Road and Tai Tam Reservoir Road	大潭道及大潭水塘道 交界	Tai Tam	大潭	Southern	南區	Hong Kong	港島	840845	811272	22.240177262	114.221273534
Toilet2 (Kau Ling Chung Campsite)	廁所2 （狗嶺涌營地）	Kau Ling Chung Campsite	狗嶺涌營地	Others	其他	Islands	離島	New Territories	新界	803978	807358	22.204536103	113.863725359
Toilet2 (Lo Kei Wan Campsite, Lantau Trail - Section No. 9)	廁所2 （鳳凰徑 - 第9段 籮箕灣營地）	Lo Kei Wan Campsite, Lantau Trail - Section No. 9	鳳凰徑 - 第9段 籮箕灣營地	Others	其他	Islands	離島	New Territories	新界	809218	808139	22.211678817	113.914529411
Toilet2 (Near Shui Chuen O Estate)	廁所2 （近水泉澳邨）	Near Shui Chuen O Estate	近水泉澳邨	Sha Tin	沙田	Sha Tin	沙田	New Territories	新界	838087	825812	22.371487431	114.194536095
Toilet2 (Tuen Mun Barbecue Site No. 2, Tuen Mun Fitness Trail)	廁所2 （屯門燒烤場地2號；屯門健身徑）	Tuen Mun Barbecue Site No. 2, Tuen Mun Fitness Trail	屯門燒烤場地2號；屯門健身徑	Tuen Mun	屯門	Tuen Mun	屯門	New Territories	新界	816403	827128	22.383257625	113.983977699
Toilet2 (Tung Lung Fort Camp Site)	廁所2 （東龍洲炮台營地）	Tung Lung Fort Camp Site	東龍洲炮台營地	Others	其他	Sai Kung	西貢	New Territories	新界	848480	813011	22.255844457	114.295350002
Toilet2 (Yee Ting Campsite)	廁所2 （怡庭營地）	Yee Ting Campsite, Pak Tam Road	北潭路 怡庭營地	Others	其他	Sai Kung	西貢	New Territories	新界	851581	829729	22.406792485	114.325594541
Toilet3 (Tung Lung Fort Camp Site)	廁所3 （東龍洲炮台營地）	Tung Lung Fort Camp Site	東龍洲炮台營地	Others	其他	Sai Kung	西貢	New Territories	新界	848489	813007	22.25580827	114.295437286
Tong Fuk Beach Toilet	塘福泳灘廁所	Tong Fuk Beach Toilet, Tong Fuk, Lantau Island, NT	新界大嶼山塘福塘福泳灘廁所	Lantau Island	大嶼山	Islands	離島	New Territories	新界	811409.954	810005.6	22.228568248	113.93575916
Tong Fuk Camp Site Public Toilet	塘福營地公廁	Tong Fuk Camp Site Public Toilet, Tong Fuk, Lantau Island, NT	新界大嶼山塘福塘福營地公廁	Lantau Island	大嶼山	Islands	離島	New Territories	新界	811193	809815	22.226843881	113.933657757
Tong Fuk Upper Village Aqua Privy	上塘福村旱廁	Tong Fuk Upper Village Aqua Privy, Tong Fuk, Lantau Island, NT	新界大嶼山塘福上塘福村旱廁	Lantau Island	大嶼山	Islands	離島	New Territories	新界	811090	809924	22.227826722	113.932657005
San Uk Tsai Public Toilet	新屋仔公廁	San Uk Tsai Public Toilet, Fanling, NT	新界粉嶺新屋仔公廁	Fanling	粉嶺	North	北區	New Territories	新界	836494	841202	22.510467152	114.179070963
San Uk Tsuen Public Toilet	新屋村公廁	San Uk Tsuen Public Toilet, Fanling, NT	新界粉嶺新屋村公廁	Fanling	粉嶺	North	北區	New Territories	新界	833305	840439	22.503574415	114.148077693
Tong Min Tsuen Public Toilet	塘面村公廁	Tong Min Tsuen Public Toilet, Lam Tsuen Valley, Tai Po, NT	新界大埔林村谷塘面村公廁	Tai Po Market	大埔	Tai Po	大埔	New Territories	新界	832231	834727	22.451990477	114.137654251
Tong Ming Street Park Toilet	唐明街公園廁所	Tseung Kwan O, NT	新界將軍澳	Tseung Kwan O	將軍澳	Sai Kung	西貢	New Territories	新界	844762	819056	22.310456893	114.259311587
Tong Shui Road Public Toilet	糖水道公廁	Tong Shui Road Public Toilet, North Point, HK	香港北角糖水道公廁	North Point	北角	Eastern	東區	Hong Kong	港島	838519	816993	22.291846231	114.198718202
Tong Tau Po Tsuen Public Toilet	塘頭埔村公廁	Shap Pat Heung, Yuen Long, NT	新界元朗十八鄉	Yeun Long	元朗	Yuen Long	元朗	New Territories	新界	821956	831840	22.425864505	114.037856984
Tonkin Street Public Toilet	東京街公廁	Tonkin Street Public Toilet, Cheung Sha Wan, KLN	九龍長沙灣東京街公廁	Cheung Sha Wan	長沙灣	Sham Shui Po	深水埗	Kowloon	九龍	834409	821880	22.335979252	114.158828838
Trio Beach Toilet and Changing Rooms	三星灣泳灘廁所及更衣室	Sai Kung, NT	新界西貢	Sai Kung	西貢	Sai Kung	西貢	New Territories	新界	845636	824298	22.35779059	114.267824759
Tsak Yue Wu Village Public Toilet	鰂魚湖公廁	Tsak Yue Wu Village Public Toilet, Sai Kung, NT	新界西貢鰂魚湖公廁	Sai Kung	西貢	Sai Kung	西貢	New Territories	新界	851352	829090	22.401024046	114.323364445
Tsam Chuk Wan Public Toilet	斬竹灣公廁	Tsam Chuk Wan Public Toilet, Tai Mong Tsai, Sai Kung, NT	新界西貢大網仔斬竹灣公廁	Sai Kung	西貢	Sai Kung	西貢	New Territories	新界	849668	827518	22.386842112	114.306996899
Tsan Tsuen Road Public Toilet	贊端路公廁	Tsan Tuen Road Public Toilet, Cheung Chau, NT	新界長洲贊端路公廁	Cheung Chau	長洲	Islands	離島	New Territories	新界	820069	806968	22.201239455	114.019779388
Tsang Tai Uk Public Toilet	曾大屋公廁	Tsang Tai Uk Public Toilet, Sha Tin, NT	新界沙田曾大屋公廁	Sha Tin	沙田	Sha Tin	沙田	New Territories	新界	837621	826078	22.373889985	114.190011659
Tsang Tai Uk Recreation Ground Toilet and Changing Room	曾大屋遊樂場廁所及更衣室	Tsang Tai Uk Recreation Ground Services Building, Sha Tin, NT	新界沙田曾大屋遊樂場服務樓	Sha Tin	沙田	Sha Tin	沙田	New Territories	新界	837646	826209	22.375072965	114.190254516
Tsang Uk Tsuen Public Toilet	曾屋村公廁	Tsang Uk Tsuen Public Toilet, Pat Heung, Yuen Long, NT	新界元朗八鄉曾屋村公廁	Pat Heung	八鄉	Yuen Long	元朗	New Territories	新界	827726	832304	22.430093137	114.093900439
Tseng Lan Shue Public Toilet	井欄樹公廁	Tseng Lan Shue Public Toilet, Sai Kung, NT	新界西貢井欄樹公廁	Sai Kung	西貢	Sai Kung	西貢	New Territories	新界	842445	821603	22.333467674	114.236834139
Tseng Tau Chung Tsuen Public Toilet	井頭中村公廁	Tseng Tau Chung Tsuen Public Toilet, Tuen Mun, NT	新界屯門井頭中村公廁	Tuen Mun	屯門	Tuen Mun	屯門	New Territories	新界	815892	828820	22.398531172	113.978994106
Tseung Kwan O Public Transport Interchange Public Toilet	將軍澳公共交通交匯處公廁	CROWNE PLAZA & HOLIDAY INN EXPRESS HK KLN EAST & VEGA SUITES, Tseung Kwan O, NT	新界將軍澳CROWNE PLAZA & HOLIDAY INN EXPRESS HK KLN EAST & VEGA SUITES	Tseung Kwan O	將軍澳	Sai Kung	西貢	New Territories	新界	844900	818882	22.308884882	114.260649986
Tseung Kwan O Tunnel Bus-Bus Interchange Public Toilet	將軍澳隧道巴士轉乘站公廁	Sau Mau Ping, KLN	九龍秀茂坪	Sau Mau Ping	秀茂坪	Kwun Tong	觀塘	Kowloon	九龍	842789	819677	22.3160735	114.240165474
Tseung Kwan O Village Public Toilet	將軍澳村公廁	Tseung Kwan O Village Public Toilet, Tseung Kwan O, NT	新界將軍澳將軍澳村公廁	Tseung Kwan O	將軍澳	Sai Kung	西貢	New Territories	新界	843880	820892	22.327041179	114.250760208
Tseung Tau Pier Aqua Privy	井頭碼頭旱廁	Tseung Tau Pier Aqua Privy, Sai Kung, NT	新界西貢井頭碼頭旱廁	Sai Kung	西貢	Sai Kung	西貢	New Territories	新界	845778	832482	22.431695415	114.269252212
Tsim Sha Tsui East Public Transport Interchange Public Toilet	尖沙咀東公共運輸交匯處公廁	Tsim Sha Tsui, KLN	九龍尖沙咀	Tsim Sha Tsui	尖沙咀	Yau Tsim Mong	油尖旺	Kowloon	九龍	836135	817450	22.295974697	114.175583674
Tsim Sha Tsui Ferry Concourse Public Toilet	尖沙咀碼頭廣場公廁	Tsim Sha Tsui Ferry Concourse Public Toilet, Tsim Sha Tsui, KLN	九龍尖沙咀尖沙咀碼頭廣場公廁	Tsim Sha Tsui	尖沙咀	Yau Tsim Mong	油尖旺	Kowloon	九龍	835464	817178	22.293518187	114.169072191
Tsing Chuen Wai Public Toilet	青磚圍公廁	Tsing Chuen Wai Public Toilet, Tuen Mun, NT	新界屯門青磚圍公廁	Tuen Mun	屯門	Tuen Mun	屯門	New Territories	新界	816305	831476	22.42252088	113.982971638
Tsing Fai Tong New Village Public Toilet	清快塘新村公廁	Tsing Fai Tong New Village Public Toilet, Sham Tseng, Tsuen Wan, NT	新界荃灣深井清快塘新村公廁	Sham Tseng	深井	Tsuen Wan	荃灣	New Territories	新界	824552	825780	22.371159473	114.063117306
Tsing Lung Garden Toilet	青龍花園公廁	Tsing Lung Garden Toilet, So Kwun Wat, Tuen Mun, NT	新界屯門掃管笏青龍花園公廁	So Kwun Wat	掃管笏	Tuen Mun	屯門	New Territories	新界	817791	825180	22.36568174	113.997478194
Tsing Lung Tau Tsuen Public Toilet	青龍頭村公廁	Tsing Lung Tau Tsuen Public Toilet, Tsing Lung Tau, Tsuen Wan, NT	新界荃灣青龍頭青龍頭村公廁	Tsing Lung Tau	青龍頭	Tsuen Wan	荃灣	New Territories	新界	822890	824730	22.361665286	114.046988859
Tsing Lung Tsuen Public Toilet	青龍村公廁	Tsing Lung Tsuen Public Toilet, San Tin, Yuen Long, NT	新界元朗新田青龍村公廁	Yeun Long	元朗	Yuen Long	元朗	New Territories	新界	825685	839692	22.496798477	114.074025705
Tsing Shan Children's Playground Public Toilet	青山兒童遊樂場廁所	Tuen Mun, NT	新界屯門	Tuen Mun	屯門	Tuen Mun	屯門	New Territories	新界	815980	827727	22.388661925	113.979862612
Tsing Yeung Circuit Public Toilet	青楊街公廁	Tsing Yeung Circuit Public Toilet, Tuen Mun, NT	新界屯門青楊街公廁	Tuen Mun	屯門	Tuen Mun	屯門	New Territories	新界	814965	828838	22.398682455	113.969991407
Tsing Yi New Ferry Terminus Public Toilet	青衣新碼頭公廁	Tsing Yi New Ferry Terminus Public Toilet, Tsing Yi, NT	新界青衣青衣新碼頭公廁	Tsing Yi	青衣	Kwai Tsing	葵青	New Territories	新界	829272	823880	22.354027159	114.108954657
Tsing Yi Sports Ground Toilet and Changing Rooms	青衣運動場廁所及更衣室	Tsing Yi, NT	新界青衣	Tsing Yi	青衣	Kwai Tsing	葵青	New Territories	新界	829116	824116	22.356157726	114.107439098
San Tong Po Public Toilet	新塘莆公廁	San Tong Po Public Toilet, Fanling, NT	新界粉嶺新塘莆公廁	Fanling	粉嶺	North	北區	New Territories	新界	835219	841169	22.510168844	114.166678938
Sze Tau Leng Public Toilet	獅頭嶺公廁	Sze Tau Leng Public Toilet, Fanling, NT	新界粉嶺獅頭嶺公廁	Fanling	粉嶺	North	北區	New Territories	新界	836605	840841	22.507207165	114.180149723
Lin Tong Mei (Residential Area) Public Toilet	蓮塘尾 （平民屋） 公廁	Lin Tong Mei (Residential Area) Public Toilet, Fanling, NT	新界粉嶺蓮塘尾 （平民屋） 公廁	Fanling	粉嶺	North	北區	New Territories	新界	829484	838241	22.483714698	114.110951683
Tso Wo Hang Public Toilet	早禾坑公廁	Tso Wo Hang Public Toilet, Sai Kung, NT	新界西貢早禾坑公廁	Sai Kung	西貢	Sai Kung	西貢	New Territories	新界	847705	828359	22.394450977	114.287940983
Tsuen Wan 13.5 Miles Public Toilet	荃灣十三咪半公廁	Tsuen Wan 13.5 Miles Public Toilet, Sham Tseng, Tsuen Wan, NT	新界荃灣深井荃灣十三咪半公廁	Sham Tseng	深井	Tsuen Wan	荃灣	New Territories	新界	823871	825157	22.365528679	114.056509949
Tsuen Wan Multi-storey Car Park Building Public Toilet	荃灣多層停車場大廈公廁	Tsuen Wan Multi-storey Car Park Building, Tsuen Wan, NT	新界荃灣荃灣多層停車場大廈	Tsuen Wan	荃灣	Tsuen Wan	荃灣	New Territories	新界	830270	825917	22.372426142	114.118635957
Tsui Ping South Estate Toilet	翠屏南邨廁所	Tsui Ping (South) Estate, Kwun Tong, KLN	九龍觀塘翠屏（南）邨	Kwun Tong	觀塘	Kwun Tong	觀塘	Kowloon	九龍	842174	819246	22.312183535	114.234194858
Lin Tong Mei Public Toilet	蓮塘尾公廁	Lin Tong Mei Public Toilet, Fanling, NT	新界粉嶺蓮塘尾公廁	Fanling	粉嶺	North	北區	New Territories	新界	829484	838241	22.483714698	114.110951683
Tsiu Keng Lo Wai Public Toilet	蕉徑老圍公廁	Tsiu Keng Lo Wai Public Toilet, Fanling, NT	新界粉嶺蕉徑老圍公廁	Fanling	粉嶺	North	北區	New Territories	新界	828980	837521	22.477210728	114.10605743
Tsiu Keng Pang Uk Public Toilet	蕉徑彭屋公廁	Tsiu Keng Pang Uk Public Toilet, Fanling, NT	新界粉嶺蕉徑彭屋公廁	Fanling	粉嶺	North	北區	New Territories	新界	828644	837431	22.476396524	114.102792976
Tsz Tin Tsuen Public Toilet (at side of RCP)	紫田村公廁（垃圾站旁）	Tsz Tin Tsuen Public Toilet (at side of RCP), Tuen Mun, NT	新界屯門紫田村公廁（垃圾站旁）	Tuen Mun	屯門	Tuen Mun	屯門	New Territories	新界	815493	830746	22.415919012	113.975094155
Tsiu Keng Market Aqua Privy	蕉徑街市旱廁	Tsiu Keng Market Aqua Privy, Fanling, NT	新界粉嶺蕉徑街市旱廁	Fanling	粉嶺	North	北區	New Territories	新界	829470	837394	22.476065885	114.110819266
Tuen Mun Ferry Pier Public Toilet	屯門碼頭公廁	Tuen Mun Ferry Pier Public Toilet, Tuen Mun, NT	新界屯門屯門碼頭公廁	Tuen Mun	屯門	Tuen Mun	屯門	New Territories	新界	814471	825967	22.372749801	113.965233194
Tuen Mun Road Bus-Bus Interchange Public Toilet (Kowloon Bound)	屯門公路巴士轉乘站（往九龍方向）公廁	Tai Lam Chung, Tuen Mun, NT	新界屯門大欖涌	Tai Lam Chung	大欖涌	Tuen Mun	屯門	New Territories	新界	819740	824777	22.362062305	114.016405458
Tuen Mun Road Bus-Bus Interchange Public Toilet (Tuen Mun Bound)	屯門公路巴士轉乘站（往屯門方向）公厠	Tai Lam Chung, Tuen Mun, NT	新界屯門大欖涌	Tai Lam Chung	大欖涌	Tuen Mun	屯門	New Territories	新界	819972	824374	22.358425224	114.018662028
Tuen Mun Tang Shiu Kin Sports Ground Toilet	屯門鄧肇堅運動場廁所	Tuen Mun Tang Shiu Kin Sports Ground Office, Tuen Mun, NT	新界屯門屯門鄧肇堅運動場辦事處	Tuen Mun	屯門	Tuen Mun	屯門	New Territories	新界	815445	829515	22.404801962	113.974644036
Tuen Mun Tsz Tin Road Public Toilet	屯門紫田路公廁	Tuen Mun, NT	新界屯門	Tuen Mun	屯門	Tuen Mun	屯門	New Territories	新界	815452	830565	22.414284006	113.974698303
Tuen Tsz Wai Lam Tei Vegetable Market Office Public Toilet	屯子圍藍地菜站公廁	Tuen Tsz Wai Lam Tei Vegetable Market Office Public Toilet, Tuen Mun, NT	新界屯門屯子圍藍地菜站公廁	Tuen Mun	屯門	Tuen Mun	屯門	New Territories	新界	816190	831023	22.418428751	113.981860347
Tuen Tsz Wai Public Toilet	屯子圍公廁	Tuen Tsz Wai Public Toilet, Tuen Mun, NT	新界屯門屯子圍公廁	Tuen Mun	屯門	Tuen Mun	屯門	New Territories	新界	816086	831252	22.420495498	113.980847316
Tui Min Hoi (Chui Tong) Public Toilet	對面海（翠塘）公廁	Tui Min Hoi (Chui Tong) Public Toilet, Sai Kung, NT	新界西貢對面海（翠塘）公廁	Sai Kung	西貢	Sai Kung	西貢	New Territories	新界	845814	826531	22.377954781	114.269566246
Tui Min Hoi Public Toilet	對面海公廁	Tui Min Hoi Public Toilet, Sai Kung, NT	新界西貢對面海公廁	Sai Kung	西貢	Sai Kung	西貢	New Territories	新界	846142	826475	22.377447215	114.272750783
Tun Cheung Upper Village Public Toilet	躉場上村公廁	Tan Cheung Upper Village Public Toilet, Sai Kung, NT	新界西貢躉場上村公廁	Sai Kung	西貢	Sai Kung	西貢	New Territories	新界	845602	827254	22.38448501	114.267511954
Tung Chung Hau Wong Temple Public Toilet	東涌侯王廟公廁	Tung Chung Hau Wong Temple Public Toilet, Tung Chung, Lantau Island, NT	新界大嶼山東涌東涌侯王廟公廁	Lantau Island	大嶼山	Islands	離島	New Territories	新界	810959	815665	22.279669386	113.931295986
Tung Chung Waterfront Promenade Public Toilet	東涌海濱長廊公廁	Tung Chung, Lantau Island, NT	新界大嶼山東涌	Lantau Island	大嶼山	Islands	離島	New Territories	新界	811840.931	817179.491	22.293358791	113.93983043
Tung Hei Road Public Toilet	東喜道公廁	Tung Hei Road Public Toilet and Bathhouse, Shau Kei Wan, HK	香港筲箕灣東喜道公廁及浴室	Shau Kei Wan	筲箕灣	Eastern	東區	Hong Kong	港島	841775	815775	22.28083959	114.230310446
Leng Tsai Tsuen Public Toilet	嶺仔村公廁	Leng Tsai Tsuen Public Toilet, Fanling, NT	新界粉嶺嶺仔村公廁	Fanling	粉嶺	North	北區	New Territories	新界	835659	842009	22.517754574	114.170955078
Tung Lo Wan Garden Toilet	銅鑼灣花園廁所	Tung Lo Wan Garden Toilet, Causeway Bay, HK	香港銅鑼灣銅鑼灣花園廁所	Causeway Bay	銅鑼灣	Wan Chai	灣仔	Hong Kong	港島	837172	816002	22.282898113	114.185646265
Tung Lo Wan Hill Road Garden Toilet	銅鑼灣山路花園廁所	Sha Tin, NT	新界沙田	Sha Tin	沙田	Sha Tin	沙田	New Territories	新界	836636	826954	22.381801225	114.180447767
Tung Ping Chau Public Toilet	東平洲公廁	Tung Ping Chau Public Toilet, Ping Chau, NT	新界平洲東平洲公廁	Others	其他	Tai Po	大埔	New Territories	新界	862570	844963	22.544227108	114.432571748
Tung Tau (II) Estate Toilet	東頭（二）邨廁所	Wong Tai Sin, KLN	九龍黃大仙	Wong Tai Sin	黃大仙	Wong Tai Sin	黃大仙	Kowloon	九龍	837733	821623	22.333658766	114.191095054
Tung Tau Tsuen Public Toilet	東頭村公廁	Tung Tau Tsuen Public Toilet, Yuen Long, NT	新界元朗東頭村公廁	Yeun Long	元朗	Yuen Long	元朗	New Territories	新界	821622	834229	22.447435392	114.034590745
Tung Tau Tsuen Public Toilet	東頭村公廁	Yuen Long, NT	新界元朗	Yeun Long	元朗	Yuen Long	元朗	New Territories	新界	820871	834928	22.453741059	114.027288144
Tung Tau Tsuen Public Toilet	廈村東頭村公廁	Tung Tau Tsuen Public Toilet, Ha Tsuen, Yuen Long, NT	新界元朗廈村廈村東頭村公廁	Ha Tsuen	廈村	Yuen Long	元朗	New Territories	新界	817419	834860	22.453092429	113.993751904
Tung Tsing Road Public Toilet	東正道公廁	Tung Tsing Road Public Toilet, Kowloon City, KLN	九龍九龍城東正道公廁	Kowloon City	九龍城	Kowloon City	九龍城	Kowloon	九龍	837800	821402	22.331662949	114.191745208
Tung Wan Tau Public Toilet	東灣頭公廁	Tung Wan Tau Public Toilet, Mui Wo, Lantau Island, NT	新界大嶼山梅窩東灣頭公廁	Lantau Island	大嶼山	Islands	離島	New Territories	新界	818391	814856	22.272456665	114.003418888
Tung Yuen Street Cooked Food Market Toilet	東源街熟食市場廁所	Yau Tong, KLN	九龍油塘	Yau Tong	油塘	Kwun Tong	觀塘	Kowloon	九龍	842223	817124	22.293020414	114.234662536
Tze Tong Tsuen Public Toilet	祠塘村公廁	Kam Tin, Yuen Long, NT	新界元朗錦田	Kam Tin	錦田	Yuen Long	元朗	New Territories	新界	824735	833215	22.438302344	114.064840364
